,season,total_match,total_shots,average_shots,total_shots_on_target,average_shots_on_targe,total_goals,average_goals,total_yellow_cards,average_yellow_cards,total_red_cards,average_red_card,total_cards,average_cards
0,2020,51,1243,24.372549019607842,416,8.156862745098039,142,2.784313725490196,150,2.9411764705882355,166,3.2549019607843137,316,6.196078431372549
